gender,race_ethn,year,age,m_i.med,m_i.lwr,m_i.upr
Female,black,2014,35,1.07e-6,7.9e-7,1.4e-6
Female,black,2014,40,1.01e-6,7.4e-7,1.35e-6
Female,black,2014,45,6.5e-7,4.5e-7,8.9e-7
Female,black,2014,50,6.1e-7,4.2e-7,8.4e-7
Female,black,2014,55,3.6e-7,2.3e-7,5.2e-7
Female,black,2014,60,3e-7,1.9e-7,4.5e-7
Female,black,2014,65,1.9e-7,1.1e-7,3.1e-7
Female,black,2014,70,1.4e-7,7e-8,2.5e-7
Female,black,2014,75,2.1e-7,1.1e-7,3.6e-7
Female,black,2014,80,2.7e-7,1.4e-7,4.5e-7
Female,black,2015,0,1e-8,0,5e-8
Female,black,2015,1,3e-8,0,7e-8
Female,black,2015,5,3e-8,1e-8,8e-8
Female,black,2015,10,5e-8,1e-8,1e-7
Female,black,2015,15,2.4e-7,1.3e-7,3.8e-7
Female,black,2015,20,8.3e-7,5.9e-7,1.14e-6
Female,black,2015,25,1.08e-6,8e-7,1.42e-6
Female,black,2015,30,1.27e-6,9.4e-7,1.66e-6
Female,black,2015,35,1.05e-6,7.8e-7,1.38e-6
Female,black,2015,40,9.9e-7,7.2e-7,1.33e-6
Female,black,2015,45,6.4e-7,4.4e-7,8.8e-7
Female,black,2015,50,6e-7,4.2e-7,8.3e-7
Female,black,2015,55,3.5e-7,2.3e-7,5.2e-7
Female,black,2015,60,2.9e-7,1.8e-7,4.4e-7
Female,black,2015,65,1.9e-7,1e-7,3.1e-7
Female,black,2015,70,1.4e-7,7e-8,2.4e-7
Female,black,2015,75,2.1e-7,1.1e-7,3.6e-7
Female,black,2015,80,2.6e-7,1.4e-7,4.5e-7
Female,black,2016,0,1e-8,0,5e-8
Female,black,2016,1,3e-8,0,7e-8
Female,black,2016,5,3e-8,1e-8,8e-8
Female,black,2016,10,5e-8,1e-8,9e-8
Female,black,2016,15,2.3e-7,1.3e-7,3.7e-7
Female,black,2016,20,8.2e-7,5.8e-7,1.11e-6
Female,black,2016,25,1.06e-6,7.9e-7,1.4e-6
Female,black,2016,30,1.24e-6,9.3e-7,1.63e-6
Female,black,2016,35,1.03e-6,7.6e-7,1.36e-6
Female,black,2016,40,9.8e-7,7.1e-7,1.3e-6
Female,black,2016,45,6.2e-7,4.3e-7,8.6e-7
Female,black,2016,50,5.9e-7,4.1e-7,8.1e-7
Female,black,2016,55,3.5e-7,2.2e-7,5.1e-7
Female,black,2016,60,2.9e-7,1.8e-7,4.4e-7
Female,black,2016,65,1.8e-7,1e-7,3e-7
Female,black,2016,70,1.4e-7,7e-8,2.4e-7
Female,black,2016,75,2.1e-7,1.1e-7,3.5e-7
Female,black,2016,80,2.6e-7,1.4e-7,4.4e-7
Female,black,2017,0,1e-8,0,5e-8
Female,black,2017,1,3e-8,0,7e-8
Female,black,2017,5,3e-8,1e-8,8e-8
Female,black,2017,10,5e-8,1e-8,1e-7
Female,black,2017,15,2.3e-7,1.3e-7,3.7e-7
Female,black,2017,20,8.2e-7,5.8e-7,1.13e-6
Female,black,2017,25,1.07e-6,7.9e-7,1.41e-6
Female,black,2017,30,1.26e-6,9.4e-7,1.65e-6
Female,black,2017,35,1.04e-6,7.7e-7,1.37e-6
Female,black,2017,40,9.9e-7,7.1e-7,1.32e-6
Female,black,2017,45,6.3e-7,4.4e-7,8.7e-7
Female,black,2017,50,6e-7,4.1e-7,8.3e-7
Female,black,2017,55,3.5e-7,2.3e-7,5.1e-7
Female,black,2017,60,2.9e-7,1.8e-7,4.4e-7
Female,black,2017,65,1.9e-7,1e-7,3e-7
Female,black,2017,70,1.4e-7,7e-8,2.4e-7
Female,black,2017,75,2.1e-7,1.1e-7,3.5e-7
Female,black,2017,80,2.6e-7,1.4e-7,4.4e-7
Female,black,2018,0,1e-8,0,6e-8
Female,black,2018,1,3e-8,1e-8,7e-8
Female,black,2018,5,4e-8,1e-8,8e-8
Female,black,2018,10,5e-8,2e-8,1e-7
Female,black,2018,15,2.5e-7,1.4e-7,4e-7
Female,black,2018,20,8.8e-7,6.3e-7,1.2e-6
Female,black,2018,25,1.15e-6,8.6e-7,1.51e-6
Female,black,2018,30,1.35e-6,1.01e-6,1.76e-6
Female,black,2018,35,1.12e-6,8.3e-7,1.47e-6
Female,black,2018,40,1.06e-6,7.7e-7,1.41e-6
Female,black,2018,45,6.8e-7,4.7e-7,9.3e-7
Female,black,2018,50,6.4e-7,4.4e-7,8.8e-7
Female,black,2018,55,3.8e-7,2.5e-7,5.5e-7
Female,black,2018,60,3.1e-7,2e-7,4.7e-7
Female,black,2018,65,2e-7,1.1e-7,3.2e-7
Female,black,2018,70,1.5e-7,7e-8,2.6e-7
Female,black,2018,75,2.2e-7,1.2e-7,3.8e-7
Female,black,2018,80,2.8e-7,1.5e-7,4.7e-7
Female,black,2019,0,1e-8,0,6e-8
Female,black,2019,1,3e-8,0,7e-8
Female,black,2019,5,4e-8,1e-8,8e-8
Female,black,2019,10,5e-8,2e-8,1e-7
Female,black,2019,15,2.5e-7,1.4e-7,3.9e-7
Female,black,2019,20,8.7e-7,6.2e-7,1.18e-6
Female,black,2019,25,1.13e-6,8.4e-7,1.48e-6
Female,black,2019,30,1.32e-6,9.9e-7,1.72e-6
Female,black,2019,35,1.09e-6,8.1e-7,1.43e-6
Female,black,2019,40,1.04e-6,7.6e-7,1.38e-6
Female,black,2019,45,6.6e-7,4.6e-7,9.1e-7
Female,black,2019,50,6.3e-7,4.4e-7,8.6e-7
Female,black,2019,55,3.7e-7,2.4e-7,5.4e-7
Female,black,2019,60,3.1e-7,1.9e-7,4.6e-7
Female,black,2019,65,2e-7,1.1e-7,3.2e-7
Female,black,2019,70,1.4e-7,7e-8,2.5e-7
Female,black,2019,75,2.2e-7,1.2e-7,3.7e-7
Female,black,2019,80,2.7e-7,1.5e-7,4.6e-7
Female,black,2020,0,1e-8,0,5e-8
Female,black,2020,1,3e-8,0,7e-8
Female,black,2020,5,4e-8,1e-8,8e-8
Female,black,2020,10,5e-8,2e-8,1e-7
Female,black,2020,15,2.4e-7,1.4e-7,3.9e-7
Female,black,2020,20,8.6e-7,6.1e-7,1.18e-6
Female,black,2020,25,1.13e-6,8.3e-7,1.47e-6
Female,black,2020,30,1.32e-6,9.9e-7,1.72e-6
Female,black,2020,35,1.09e-6,8.1e-7,1.43e-6
Female,black,2020,40,1.03e-6,7.5e-7,1.37e-6
Female,black,2020,45,6.6e-7,4.6e-7,9.1e-7
Female,black,2020,50,6.2e-7,4.3e-7,8.6e-7
Female,black,2020,55,3.7e-7,2.4e-7,5.3e-7
Female,black,2020,60,3.1e-7,1.9e-7,4.6e-7
Female,black,2020,65,2e-7,1.1e-7,3.2e-7
Female,black,2020,70,1.4e-7,7e-8,2.5e-7
Female,black,2020,75,2.2e-7,1.2e-7,3.7e-7
Female,black,2020,80,2.7e-7,1.4e-7,4.6e-7
Female,black,2021,0,1e-8,0,6e-8
Female,black,2021,1,3e-8,1e-8,7e-8
Female,black,2021,5,4e-8,1e-8,8e-8
Female,black,2021,10,5e-8,2e-8,1e-7
Female,black,2021,15,2.5e-7,1.5e-7,4e-7
Female,black,2021,20,9e-7,6.3e-7,1.22e-6
Female,black,2021,25,1.17e-6,8.7e-7,1.52e-6
Female,black,2021,30,1.37e-6,1.03e-6,1.78e-6
Female,black,2021,35,1.13e-6,8.4e-7,1.48e-6
Female,black,2021,40,1.07e-6,7.8e-7,1.43e-6
Female,black,2021,45,6.9e-7,4.8e-7,9.4e-7
Female,black,2021,50,6.5e-7,4.5e-7,8.9e-7
Female,black,2021,55,3.8e-7,2.5e-7,5.5e-7
Female,black,2021,60,3.2e-7,2e-7,4.8e-7
Female,black,2021,65,2e-7,1.1e-7,3.3e-7
Female,black,2021,70,1.5e-7,7e-8,2.6e-7
Female,black,2021,75,2.3e-7,1.2e-7,3.8e-7
Female,black,2021,80,2.8e-7,1.5e-7,4.8e-7
Female,black,2022,0,1e-8,0,6e-8
Female,black,2022,1,3e-8,1e-8,8e-8
Female,black,2022,5,4e-8,1e-8,9e-8
Female,black,2022,10,6e-8,2e-8,1.1e-7
Female,black,2022,15,2.8e-7,1.6e-7,4.5e-7
Female,black,2022,20,9.9e-7,7.1e-7,1.37e-6
Female,black,2022,25,1.29e-6,9.6e-7,1.72e-6
Female,black,2022,30,1.52e-6,1.14e-6,2.01e-6
Female,black,2022,35,1.26e-6,9.4e-7,1.67e-6
Female,black,2022,40,1.19e-6,8.7e-7,1.6e-6
Female,black,2022,45,7.6e-7,5.3e-7,1.06e-6
Female,black,2022,50,7.2e-7,5e-7,1e-6
Female,black,2022,55,4.3e-7,2.8e-7,6.2e-7
Female,black,2022,60,3.5e-7,2.2e-7,5.3e-7
Female,black,2022,65,2.3e-7,1.3e-7,3.7e-7
Female,black,2022,70,1.7e-7,8e-8,2.9e-7
Female,black,2022,75,2.5e-7,1.4e-7,4.3e-7
Female,black,2022,80,3.1e-7,1.7e-7,5.4e-7
Female,black,2023,0,1e-8,0,6e-8
Female,black,2023,1,3e-8,1e-8,8e-8
Female,black,2023,5,4e-8,1e-8,9e-8
Female,black,2023,10,6e-8,2e-8,1.2e-7
Female,black,2023,15,2.9e-7,1.7e-7,4.6e-7
Female,black,2023,20,1.03e-6,7.3e-7,1.4e-6
Female,black,2023,25,1.34e-6,1e-6,1.76e-6
Female,black,2023,30,1.56e-6,1.18e-6,2.05e-6
Female,black,2023,35,1.3e-6,9.7e-7,1.71e-6
Female,black,2023,40,1.23e-6,9e-7,1.64e-6
Female,black,2023,45,7.8e-7,5.5e-7,1.08e-6
Female,black,2023,50,7.4e-7,5.2e-7,1.03e-6
Female,black,2023,55,4.4e-7,2.9e-7,6.4e-7
Female,black,2023,60,3.6e-7,2.3e-7,5.5e-7
Female,black,2023,65,2.3e-7,1.3e-7,3.8e-7
Female,black,2023,70,1.7e-7,9e-8,3e-7
Female,black,2023,75,2.6e-7,1.4e-7,4.4e-7
Female,black,2023,80,3.2e-7,1.7e-7,5.5e-7
Female,hispanic,2013,0,1e-8,0,6e-8
Female,hispanic,2013,1,3e-8,0,6e-8
Female,hispanic,2013,5,4e-8,1e-8,8e-8
Female,hispanic,2013,10,4e-8,1e-8,8e-8
Female,hispanic,2013,15,1.5e-7,8e-8,2.4e-7
Female,hispanic,2013,20,4.7e-7,3.289999999999782e-7,6.5e-7
Female,hispanic,2013,25,7.1e-7,5.2e-7,9.4e-7
Female,hispanic,2013,30,8e-7,6e-7,1.05e-6
Female,hispanic,2013,35,7.3e-7,5.4e-7,9.5e-7
Female,hispanic,2013,40,7.1e-7,5.2e-7,9.4e-7
Female,hispanic,2013,45,5e-7,3.5e-7,6.8e-7
Female,hispanic,2013,50,4.9e-7,3.5e-7,6.6e-7
Female,hispanic,2013,55,3.2e-7,2.1e-7,4.5e-7
Female,hispanic,2013,60,2.3e-7,1.5e-7,3.4e-7
Female,hispanic,2013,65,1.6e-7,9e-8,2.5e-7
Female,hispanic,2013,70,1.1e-7,6e-8,2e-7
Female,hispanic,2013,75,1.8e-7,1e-7,3e-7
Female,hispanic,2013,80,2.2e-7,1.2e-7,3.6e-7
Female,hispanic,2014,0,1e-8,0,6e-8
Female,hispanic,2014,1,3e-8,0,6e-8
Female,hispanic,2014,5,4e-8,1e-8,8e-8
Female,hispanic,2014,10,4e-8,1e-8,8e-8
Female,hispanic,2014,15,1.5e-7,8e-8,2.4e-7
Female,hispanic,2014,20,4.7e-7,3.3e-7,6.5e-7
Female,hispanic,2014,25,7.1e-7,5.2e-7,9.4e-7
Female,hispanic,2014,30,8e-7,6e-7,1.06e-6
Female,hispanic,2014,35,7.3e-7,5.5e-7,9.5e-7
Female,hispanic,2014,40,7.2e-7,5.3e-7,9.4e-7
Female,hispanic,2014,45,5.1e-7,3.6e-7,6.9e-7
Female,hispanic,2014,50,4.9e-7,3.5e-7,6.7e-7
Female,hispanic,2014,55,3.2e-7,2.1e-7,4.5e-7
Female,hispanic,2014,60,2.3e-7,1.5e-7,3.5e-7
Female,hispanic,2014,65,1.6e-7,9e-8,2.5e-7
Female,hispanic,2014,70,1.1e-7,6e-8,2e-7
Female,hispanic,2014,75,1.8e-7,1e-7,3e-7
Female,hispanic,2014,80,2.2e-7,1.2e-7,3.6e-7
Female,hispanic,2015,0,1e-8,0,6e-8
Female,hispanic,2015,1,3e-8,0,6e-8
Female,hispanic,2015,5,4e-8,1e-8,8e-8
Female,hispanic,2015,10,4e-8,1e-8,8e-8
Female,hispanic,2015,15,1.5e-7,8e-8,2.3e-7
Female,hispanic,2015,20,4.6e-7,3.2e-7,6.4e-7
Female,hispanic,2015,25,6.9e-7,5.1e-7,9.2e-7
Female,hispanic,2015,30,7.9e-7,5.9e-7,1.04e-6
Female,hispanic,2015,35,7.2e-7,5.3e-7,9.3e-7
Female,hispanic,2015,40,7e-7,5.1e-7,9.2e-7
Female,hispanic,2015,45,5e-7,3.5e-7,6.7e-7
Female,hispanic,2015,50,4.8e-7,3.4e-7,6.510000000000582e-7
Female,hispanic,2015,55,3.1e-7,2e-7,4.4e-7
Female,hispanic,2015,60,2.3e-7,1.4e-7,3.4e-7
Female,hispanic,2015,65,1.5e-7,9e-8,2.4e-7
Female,hispanic,2015,70,1.1e-7,5e-8,1.9e-7
Female,hispanic,2015,75,1.8e-7,1e-7,2.9e-7
Female,hispanic,2015,80,2.1e-7,1.2e-7,3.5e-7
Female,hispanic,2016,0,1e-8,0,6e-8
Female,hispanic,2016,1,3e-8,0,6e-8
Female,hispanic,2016,5,4e-8,1e-8,8e-8
Female,hispanic,2016,10,4e-8,1e-8,8e-8
Female,hispanic,2016,15,1.5e-7,8e-8,2.3e-7
Female,hispanic,2016,20,4.6e-7,3.2e-7,6.5e-7
Female,hispanic,2016,25,7e-7,5.1e-7,9.3e-7
Female,hispanic,2016,30,7.9e-7,5.9e-7,1.04e-6
Female,hispanic,2016,35,7.2e-7,5.3e-7,9.4e-7
Female,hispanic,2016,40,7e-7,5.2e-7,9.2e-7
Female,hispanic,2016,45,5e-7,3.5e-7,6.7e-7
Female,hispanic,2016,50,4.9e-7,3.5e-7,6.6e-7
Female,hispanic,2016,55,3.1e-7,2.1e-7,4.4e-7
Female,hispanic,2016,60,2.3e-7,1.4e-7,3.4e-7
Female,hispanic,2016,65,1.5e-7,9e-8,2.4e-7
Female,hispanic,2016,70,1.1e-7,5e-8,1.9e-7
Female,hispanic,2016,75,1.8e-7,1e-7,3e-7
Female,hispanic,2016,80,2.2e-7,1.2e-7,3.6e-7
Female,hispanic,2017,0,1e-8,0,6e-8
Female,hispanic,2017,1,3e-8,0,6e-8
Female,hispanic,2017,5,4e-8,1e-8,8e-8
Female,hispanic,2017,10,4e-8,1e-8,9e-8
Female,hispanic,2017,15,1.5e-7,9e-8,2.4e-7
Female,hispanic,2017,20,4.8e-7,3.4e-7,6.8e-7
Female,hispanic,2017,25,7.3e-7,5.4e-7,9.7e-7
Female,hispanic,2017,30,8.3e-7,6.2e-7,1.09e-6
Female,hispanic,2017,35,7.5e-7,5.6e-7,9.8e-7
Female,hispanic,2017,40,7.4e-7,5.4e-7,9.7e-7
Female,hispanic,2017,45,5.2e-7,3.7e-7,7e-7
Female,hispanic,2017,50,5.1e-7,3.6e-7,6.9e-7
Female,hispanic,2017,55,3.3e-7,2.2e-7,4.6e-7
Female,hispanic,2017,60,2.4e-7,1.5e-7,3.6e-7
Female,hispanic,2017,65,1.6e-7,9e-8,2.5e-7
Female,hispanic,2017,70,1.2e-7,6e-8,2e-7
Female,hispanic,2017,75,1.9e-7,1.1e-7,3.1e-7
Female,hispanic,2017,80,2.3e-7,1.3e-7,3.7e-7
Female,hispanic,2018,0,2e-8,0,6e-8
Female,hispanic,2018,1,3e-8,1e-8,7e-8
Female,hispanic,2018,5,4e-8,1e-8,8e-8
Female,hispanic,2018,10,4e-8,1e-8,9e-8
Female,hispanic,2018,15,1.6e-7,9e-8,2.5e-7
Female,hispanic,2018,20,5e-7,3.5e-7,7e-7
Female,hispanic,2018,25,7.6e-7,5.6e-7,1.01e-6
Female,hispanic,2018,30,8.6e-7,6.5e-7,1.13e-6
Female,hispanic,2018,35,7.8e-7,5.9e-7,1.02e-6
Female,hispanic,2018,40,7.7e-7,5.7e-7,1e-6
Female,hispanic,2018,45,5.4e-7,3.9e-7,7.3e-7
Female,hispanic,2018,50,5.3e-7,3.8e-7,7.1e-7
Female,hispanic,2018,55,3.4e-7,2.3e-7,4.8e-7
Female,hispanic,2018,60,2.5e-7,1.6e-7,3.7e-7
Female,hispanic,2018,65,1.7e-7,9e-8,2.7e-7
Female,hispanic,2018,70,1.2e-7,6e-8,2.1e-7
Female,hispanic,2018,75,2e-7,1.1e-7,3.2e-7
Female,hispanic,2018,80,2.4e-7,1.3e-7,3.9e-7
Female,hispanic,2019,0,1e-8,0,6e-8
Female,hispanic,2019,1,3e-8,0,6e-8
Female,hispanic,2019,5,4e-8,1e-8,8e-8
Female,hispanic,2019,10,4e-8,1e-8,8e-8
Female,hispanic,2019,15,1.5e-7,9e-8,2.4e-7
Female,hispanic,2019,20,4.8e-7,3.3e-7,6.6e-7
Female,hispanic,2019,25,7.2e-7,5.3e-7,9.6e-7
Female,hispanic,2019,30,8.2e-7,6.1e-7,1.07e-6
Female,hispanic,2019,35,7.4e-7,5.5e-7,9.6e-7
Female,hispanic,2019,40,7.3e-7,5.4e-7,9.5e-7
Female,hispanic,2019,45,5.1e-7,3.6e-7,6.9e-7
Female,hispanic,2019,50,5e-7,3.6e-7,6.8e-7
Female,hispanic,2019,55,3.2e-7,2.1e-7,4.6e-7
Female,hispanic,2019,60,2.4e-7,1.5e-7,3.5e-7
Female,hispanic,2019,65,1.6e-7,9e-8,2.5e-7
Female,hispanic,2019,70,1.2e-7,6e-8,2e-7
Female,hispanic,2019,75,1.9e-7,1e-7,3e-7
Female,hispanic,2019,80,2.2e-7,1.2e-7,3.6e-7
Female,hispanic,2020,0,1e-8,0,6e-8
Female,hispanic,2020,1,3e-8,0,6e-8
Female,hispanic,2020,5,4e-8,1e-8,8e-8
Female,hispanic,2020,10,4e-8,1e-8,9e-8
Female,hispanic,2020,15,1.5e-7,9e-8,2.5e-7
Female,hispanic,2020,20,4.9e-7,3.4e-7,6.8e-7
Female,hispanic,2020,25,7.3e-7,5.4e-7,9.7e-7
Female,hispanic,2020,30,8.3e-7,6.289999999999782e-7,1.09e-6
Female,hispanic,2020,35,7.6e-7,5.6e-7,9.8e-7
Female,hispanic,2020,40,7.4e-7,5.5e-7,9.7e-7
Female,hispanic,2020,45,5.2e-7,3.7e-7,7.1e-7
Female,hispanic,2020,50,5.1e-7,3.7e-7,6.9e-7
Female,hispanic,2020,55,3.3e-7,2.2e-7,4.7e-7
Female,hispanic,2020,60,2.4e-7,1.5e-7,3.6e-7
Female,hispanic,2020,65,1.6e-7,9e-8,2.6e-7
Female,hispanic,2020,70,1.2e-7,6e-8,2e-7
Female,hispanic,2020,75,1.9e-7,1.1e-7,3.1e-7
Female,hispanic,2020,80,2.3e-7,1.3e-7,3.7e-7
Female,hispanic,2021,0,2e-8,0,6e-8
Female,hispanic,2021,1,3e-8,0,7e-8
Female,hispanic,2021,5,4e-8,1e-8,8e-8
Female,hispanic,2021,10,4e-8,1e-8,9e-8
Female,hispanic,2021,15,1.6e-7,9e-8,2.5e-7
Female,hispanic,2021,20,4.9e-7,3.5e-7,6.9e-7
Female,hispanic,2021,25,7.5e-7,5.5e-7,9.8e-7
Female,hispanic,2021,30,8.4e-7,6.4e-7,1.11e-6
Female,hispanic,2021,35,7.7e-7,5.8e-7,1e-6
Female,hispanic,2021,40,7.5e-7,5.6e-7,9.8e-7
Female,hispanic,2021,45,5.3e-7,3.8e-7,7.2e-7
Female,hispanic,2021,50,5.2e-7,3.7e-7,7e-7
Female,hispanic,2021,55,3.3e-7,2.2e-7,4.7e-7
Female,hispanic,2021,60,2.5e-7,1.5e-7,3.6e-7
Female,hispanic,2021,65,1.6e-7,9e-8,2.6e-7
Female,hispanic,2021,70,1.2e-7,6e-8,2e-7
Female,hispanic,2021,75,1.9e-7,1.1e-7,3.1e-7
Female,hispanic,2021,80,2.3e-7,1.3e-7,3.8e-7
Female,hispanic,2022,0,2e-8,0,6e-8
Female,hispanic,2022,1,3e-8,1e-8,7e-8
Female,hispanic,2022,5,4e-8,1e-8,9e-8
Female,hispanic,2022,10,5e-8,2e-8,9e-8
Female,hispanic,2022,15,1.7e-7,1e-7,2.6e-7
Female,hispanic,2022,20,5.3e-7,3.7e-7,7.3e-7
Female,hispanic,2022,25,7.9e-7,5.9e-7,1.05e-6
Female,hispanic,2022,30,9e-7,6.8e-7,1.18e-6
Female,hispanic,2022,35,8.2e-7,6.1e-7,1.07e-6
Female,hispanic,2022,40,8e-7,5.9e-7,1.05e-6
Female,hispanic,2022,45,5.7e-7,4e-7,7.7e-7
Female,hispanic,2022,50,5.5e-7,4e-7,7.5e-7
Female,hispanic,2022,55,3.6e-7,2.4e-7,5e-7
Female,hispanic,2022,60,2.6e-7,1.7e-7,3.9e-7
Female,hispanic,2022,65,1.8e-7,1e-7,2.8e-7
Female,hispanic,2022,70,1.3e-7,6e-8,2.2e-7
Female,hispanic,2022,75,2.1e-7,1.2e-7,3.3e-7
Female,hispanic,2022,80,2.5e-7,1.4e-7,4e-7
Female,hispanic,2023,0,2e-8,0,7e-8
Female,hispanic,2023,1,3e-8,1e-8,7e-8
Female,hispanic,2023,5,4e-8,1e-8,9e-8
Female,hispanic,2023,10,5e-8,2e-8,1e-7
Female,hispanic,2023,15,1.8e-7,1e-7,2.8e-7
Female,hispanic,2023,20,5.6e-7,3.9e-7,7.8e-7
Female,hispanic,2023,25,8.4e-7,6.3e-7,1.12e-6
Female,hispanic,2023,30,9.5e-7,7.2e-7,1.26e-6
Female,hispanic,2023,35,8.7e-7,6.5e-7,1.13e-6
Female,hispanic,2023,40,8.5e-7,6.3e-7,1.12e-6
Female,hispanic,2023,45,6e-7,4.3e-7,8.1e-7
Female,hispanic,2023,50,5.9e-7,4.2e-7,7.9e-7
Female,hispanic,2023,55,3.8e-7,2.5e-7,5.3e-7
Female,hispanic,2023,60,2.8e-7,1.8e-7,4.1e-7
Female,hispanic,2023,65,1.9e-7,1.1e-7,2.9e-7
Female,hispanic,2023,70,1.4e-7,7e-8,2.3e-7
Female,hispanic,2023,75,2.2e-7,1.2e-7,3.5e-7
Female,hispanic,2023,80,2.6e-7,1.5e-7,4.3e-7
Female,white,2013,0,1e-8,0,6e-8
Female,white,2013,1,3e-8,0,6e-8
Female,white,2013,5,4e-8,1e-8,8e-8
Female,white,2013,10,4e-8,1e-8,8e-8
Female,white,2013,15,1.3e-7,8e-8,2.1e-7
Female,white,2013,20,3.6e-7,2.5e-7,5e-7
Female,white,2013,25,6.2e-7,4.6e-7,7.9e-7
Female,white,2013,30,7e-7,5.4e-7,8.9e-7
Female,white,2013,35,7.1e-7,5.4e-7,9e-7
Female,white,2013,40,7.9e-7,6.1e-7,1e-6
Female,white,2013,45,5.8e-7,4.3e-7,7.5e-7
Female,white,2013,50,5e-7,3.7e-7,6.5e-7
Female,white,2013,55,3.5e-7,2.5e-7,4.8e-7
Female,white,2013,60,2.4e-7,1.5e-7,3.4e-7
